sentence,labels,ungrammatical,gender
the pilots that the chefs like and the ministers like disguised themselves,1,the pilots that the chefs like and the ministers like disguised herself,1
the consultant that the skaters hate and the assistants hate hurt himself,0,the consultant that the skaters hate and the assistants hate hurt themselves,0
the senators that the architects like and the taxi drivers hate disguised themselves,1,the senators that the architects like and the taxi drivers hate disguised himself,0
the surgeons that the chefs like and the parents hate embarrassed themselves,1,the surgeons that the chefs like and the parents hate embarrassed himself,0
the officer that the guards admire and the taxi drivers hate embarrassed himself,0,the officer that the guards admire and the taxi drivers hate embarrassed themselves,0
the consultant that the architect loves and the assistant likes hated herself,0,the consultant that the architect loves and the assistant likes hated themselves,1
the senators that the dancers love and the ministers like congratulated themselves,1,the senators that the dancers love and the ministers like congratulated himself,0
the farmers that the skaters like and the executives hate hurt themselves,1,the farmers that the skaters like and the executives hate hurt herself,1
the pilots that the dancer loves and the assistant loves embarrassed themselves,1,the pilots that the dancer loves and the assistant loves embarrassed himself,0
the officers that the architect hates and the taxi driver hates hurt themselves,1,the officers that the architect hates and the taxi driver hates hurt himself,0
the senators that the chef admires and the minister likes injured themselves,1,the senators that the chef admires and the minister likes injured himself,0
the pilots that the guard loves and the assistant loves congratulated themselves,1,the pilots that the guard loves and the assistant loves congratulated herself,1
the mechanic said the banker thought the customers embarrassed themselves,1,the mechanic said the banker thought the customers embarrassed herself,1
the manager that the architect loves and the parent hates congratulated herself,0,the manager that the architect loves and the parent hates congratulated themselves,1
the officers that the architects like and the executives like doubted themselves,1,the officers that the architects like and the executives like doubted himself,0
the pilots that the skaters hate and the executives love embarrassed themselves,1,the pilots that the skaters hate and the executives love embarrassed himself,0
the pilot that the skaters hate and the executives admire congratulated herself,0,the pilot that the skaters hate and the executives admire congratulated themselves,1
the mechanics said the bankers thought the consultants hurt themselves,1,the mechanics said the bankers thought the consultants hurt herself,1
the manager that the chef likes and the taxi driver hates doubted himself,0,the manager that the chef likes and the taxi driver hates doubted themselves,0
the author that the guards admire and the ministers love doubted himself,0,the author that the guards admire and the ministers love doubted themselves,0
the manager that the architects hate and the assistants love doubted herself,0,the manager that the architects hate and the assistants love doubted themselves,1
the pilot that the skater hates and the assistant loves embarrassed herself,0,the pilot that the skater hates and the assistant loves embarrassed themselves,1
the consultants that the chef hates and the executive hates injured themselves,1,the consultants that the chef hates and the executive hates injured himself,0
the consultants that the skater admires and the taxi driver admires disguised themselves,1,the consultants that the skater admires and the taxi driver admires disguised himself,0
the pilot that the chef likes and the parent loves embarrassed herself,0,the pilot that the chef likes and the parent loves embarrassed themselves,1
the senators that the guards love and the parents love hurt themselves,1,the senators that the guards love and the parents love hurt himself,0
the farmers that the chefs admire and the taxi drivers like congratulated themselves,1,the farmers that the chefs admire and the taxi drivers like congratulated herself,1
the farmers that the dancer admires and the assistant hates hurt themselves,1,the farmers that the dancer admires and the assistant hates hurt herself,1
the pilots that the architects like and the ministers love embarrassed themselves,1,the pilots that the architects like and the ministers love embarrassed himself,0
the managers that the architect likes and the taxi driver admires hated themselves,1,the managers that the architect likes and the taxi driver admires hated herself,1
the surgeons that the skater hates and the parent admires injured themselves,1,the surgeons that the skater hates and the parent admires injured himself,0
the officer that the skaters love and the taxi drivers like doubted himself,0,the officer that the skaters love and the taxi drivers like doubted themselves,0
the authors that the architects admire and the taxi drivers hate doubted themselves,1,the authors that the architects admire and the taxi drivers hate doubted himself,0
the senators that the architects like and the ministers hate injured themselves,1,the senators that the architects like and the ministers hate injured himself,0
the officers that the skater likes and the minister hates hated themselves,1,the officers that the skater likes and the minister hates hated himself,0
the consultant that the architects hate and the assistants admire disguised herself,0,the consultant that the architects hate and the assistants admire disguised themselves,1
the mechanics thought the bankers knew the author hurt himself,0,the mechanics thought the bankers knew the author hurt themselves,0
the officers that the skaters like and the ministers like disguised themselves,1,the officers that the skaters like and the ministers like disguised himself,0
the author that the skaters like and the assistants admire hated himself,0,the author that the skaters like and the assistants admire hated themselves,0
the customer that the guard likes and the parent admires congratulated herself,0,the customer that the guard likes and the parent admires congratulated themselves,1
the senator that the dancer likes and the parent admires injured herself,0,the senator that the dancer likes and the parent admires injured themselves,1
the pilot that the guard likes and the minister hates injured herself,0,the pilot that the guard likes and the minister hates injured themselves,1
the teachers that the chefs love and the ministers like injured themselves,1,the teachers that the chefs love and the ministers like injured herself,1
the farmers that the architect admires and the parent admires hurt themselves,1,the farmers that the architect admires and the parent admires hurt herself,1
the consultants that the guards love and the parents admire doubted themselves,1,the consultants that the guards love and the parents admire doubted himself,0
the officers that the guard loves and the minister hates doubted themselves,1,the officers that the guard loves and the minister hates doubted herself,1
the manager that the skaters hate and the executives like hurt himself,0,the manager that the skaters hate and the executives like hurt themselves,0
the customer that the guard loves and the executive likes doubted herself,0,the customer that the guard loves and the executive likes doubted themselves,1
the consultant that the skaters admire and the ministers like congratulated herself,0,the consultant that the skaters admire and the ministers like congratulated themselves,1
the officer that the skater likes and the assistant hates hated herself,0,the officer that the skater likes and the assistant hates hated themselves,1
the mechanic said the banker knew the senators hated themselves,1,the mechanic said the banker knew the senators hated herself,1
the senators that the skater likes and the minister loves doubted themselves,1,the senators that the skater likes and the minister loves doubted herself,1
the consultant that the chef loves and the minister likes injured himself,0,the consultant that the chef loves and the minister likes injured themselves,0
the surgeons that the architect hates and the minister likes injured themselves,1,the surgeons that the architect hates and the minister likes injured himself,0
the author that the architect loves and the assistant loves injured herself,0,the author that the architect loves and the assistant loves injured themselves,1
the senator that the chef hates and the taxi driver loves injured himself,0,the senator that the chef hates and the taxi driver loves injured themselves,0
the senators that the architect hates and the minister loves congratulated themselves,1,the senators that the architect hates and the minister loves congratulated herself,1
the pilots that the architects hate and the assistants love hurt themselves,1,the pilots that the architects hate and the assistants love hurt himself,0
the senator that the skater admires and the minister hates disguised herself,0,the senator that the skater admires and the minister hates disguised themselves,1
the farmer that the skater admires and the assistant admires doubted himself,0,the farmer that the skater admires and the assistant admires doubted themselves,0
the farmer that the architects like and the taxi drivers like congratulated himself,0,the farmer that the architects like and the taxi drivers like congratulated themselves,0
the surgeon that the dancer hates and the taxi driver hates doubted himself,0,the surgeon that the dancer hates and the taxi driver hates doubted themselves,0
the surgeons that the guard hates and the minister likes disguised themselves,1,the surgeons that the guard hates and the minister likes disguised herself,1
the farmers that the architects love and the ministers hate doubted themselves,1,the farmers that the architects love and the ministers hate doubted himself,0
the mechanics thought the bankers knew the farmer doubted himself,0,the mechanics thought the bankers knew the farmer doubted themselves,0
the consultant that the architects like and the parents admire hurt himself,0,the consultant that the architects like and the parents admire hurt themselves,0
the farmers that the architect admires and the parent admires injured themselves,1,the farmers that the architect admires and the parent admires injured herself,1
the author that the dancer admires and the minister hates congratulated herself,0,the author that the dancer admires and the minister hates congratulated themselves,1
the manager that the architect likes and the parent hates doubted himself,0,the manager that the architect likes and the parent hates doubted themselves,0
the customer that the skater admires and the executive likes doubted herself,0,the customer that the skater admires and the executive likes doubted themselves,1
the author that the chef likes and the executive loves disguised herself,0,the author that the chef likes and the executive loves disguised themselves,1
the senator that the architect hates and the executive hates injured herself,0,the senator that the architect hates and the executive hates injured themselves,1
the teachers that the dancer loves and the minister loves disguised themselves,1,the teachers that the dancer loves and the minister loves disguised himself,0
the teacher that the dancers admire and the parents love hated himself,0,the teacher that the dancers admire and the parents love hated themselves,0
the farmer that the architects hate and the taxi drivers love hated herself,0,the farmer that the architects hate and the taxi drivers love hated themselves,1
the pilot that the skater loves and the assistant loves congratulated herself,0,the pilot that the skater loves and the assistant loves congratulated themselves,1
the farmers that the dancer admires and the assistant likes injured themselves,1,the farmers that the dancer admires and the assistant likes injured himself,0
the teachers that the skater likes and the assistant likes doubted themselves,1,the teachers that the skater likes and the assistant likes doubted herself,1
the senator that the chef admires and the taxi driver likes embarrassed himself,0,the senator that the chef admires and the taxi driver likes embarrassed themselves,0
the farmer that the guards admire and the parents like embarrassed himself,0,the farmer that the guards admire and the parents like embarrassed themselves,0
the managers that the skaters like and the ministers like congratulated themselves,1,the managers that the skaters like and the ministers like congratulated herself,1
the pilots that the chef loves and the minister admires hurt themselves,1,the pilots that the chef loves and the minister admires hurt herself,1
the senator that the dancers hate and the parents hate hated himself,0,the senator that the dancers hate and the parents hate hated themselves,0
the senator that the dancers like and the ministers admire injured herself,0,the senator that the dancers like and the ministers admire injured themselves,1
the senator that the skaters hate and the assistants admire hurt himself,0,the senator that the skaters hate and the assistants admire hurt themselves,0
the teacher that the guards admire and the executives love doubted himself,0,the teacher that the guards admire and the executives love doubted themselves,0
the consultant that the architects admire and the taxi drivers love hated herself,0,the consultant that the architects admire and the taxi drivers love hated themselves,1
the managers that the skaters like and the parents like injured themselves,1,the managers that the skaters like and the parents like injured himself,0
the officers that the dancers love and the parents love injured themselves,1,the officers that the dancers love and the parents love injured himself,0
the senator that the dancer hates and the parent loves congratulated herself,0,the senator that the dancer hates and the parent loves congratulated themselves,1
the surgeon that the guards love and the assistants like disguised herself,0,the surgeon that the guards love and the assistants like disguised themselves,1
the officers that the skater likes and the assistant loves hurt themselves,1,the officers that the skater likes and the assistant loves hurt herself,1
the farmer that the dancers love and the ministers hate embarrassed herself,0,the farmer that the dancers love and the ministers hate embarrassed themselves,1
the manager that the skaters admire and the assistants love hated herself,0,the manager that the skaters admire and the assistants love hated themselves,1
the pilot that the architects hate and the ministers hate disguised himself,0,the pilot that the architects hate and the ministers hate disguised themselves,0
the customer that the skater loves and the assistant loves congratulated herself,0,the customer that the skater loves and the assistant loves congratulated themselves,1
the officer that the architect hates and the minister likes injured herself,0,the officer that the architect hates and the minister likes injured themselves,1
the authors that the architect loves and the minister likes doubted themselves,1,the authors that the architect loves and the minister likes doubted herself,1
the customer that the architects like and the parents love hurt himself,0,the customer that the architects like and the parents love hurt themselves,0
the farmer that the dancer hates and the taxi driver loves hurt himself,0,the farmer that the dancer hates and the taxi driver loves hurt themselves,0
the senators that the chefs like and the assistants like doubted themselves,1,the senators that the chefs like and the assistants like doubted herself,1
the teacher that the guard hates and the taxi driver likes disguised himself,0,the teacher that the guard hates and the taxi driver likes disguised themselves,0
the customer that the skater loves and the minister hates injured himself,0,the customer that the skater loves and the minister hates injured themselves,0
the farmer that the architect admires and the assistant likes congratulated herself,0,the farmer that the architect admires and the assistant likes congratulated themselves,1
the manager that the guards hate and the taxi drivers admire hated herself,0,the manager that the guards hate and the taxi drivers admire hated themselves,1
the consultants that the architects admire and the assistants love hated themselves,1,the consultants that the architects admire and the assistants love hated herself,1
the surgeon that the guards love and the taxi drivers like injured himself,0,the surgeon that the guards love and the taxi drivers like injured themselves,0
the consultants that the guards like and the ministers admire doubted themselves,1,the consultants that the guards like and the ministers admire doubted herself,1
the senators that the architect likes and the executive likes hurt themselves,1,the senators that the architect likes and the executive likes hurt herself,1
the customer that the skater likes and the parent likes hated herself,0,the customer that the skater likes and the parent likes hated themselves,1
the surgeons that the architect admires and the minister hates injured themselves,1,the surgeons that the architect admires and the minister hates injured himself,0
the surgeons that the dancer hates and the taxi driver loves disguised themselves,1,the surgeons that the dancer hates and the taxi driver loves disguised herself,1
the surgeon that the architect admires and the assistant hates injured herself,0,the surgeon that the architect admires and the assistant hates injured themselves,1
the farmers that the skaters hate and the executives admire congratulated themselves,1,the farmers that the skaters hate and the executives admire congratulated herself,1
the farmer that the skaters like and the ministers hate disguised himself,0,the farmer that the skaters like and the ministers hate disguised themselves,0
the consultants that the guard hates and the assistant admires disguised themselves,1,the consultants that the guard hates and the assistant admires disguised himself,0
the surgeons that the guards hate and the parents admire doubted themselves,1,the surgeons that the guards hate and the parents admire doubted himself,0
the senator that the guard loves and the taxi driver admires hurt herself,0,the senator that the guard loves and the taxi driver admires hurt themselves,1
the pilot that the dancer hates and the parent admires embarrassed himself,0,the pilot that the dancer hates and the parent admires embarrassed themselves,0
the teacher that the skaters admire and the parents hate hurt herself,0,the teacher that the skaters admire and the parents hate hurt themselves,1
the pilots that the architects hate and the parents admire hurt themselves,1,the pilots that the architects hate and the parents admire hurt herself,1
the senators that the chefs hate and the executives like injured themselves,1,the senators that the chefs hate and the executives like injured herself,1
the consultant that the skaters admire and the ministers admire congratulated himself,0,the consultant that the skaters admire and the ministers admire congratulated themselves,0
the teachers that the skater hates and the parent admires doubted themselves,1,the teachers that the skater hates and the parent admires doubted herself,1
the surgeons that the chefs hate and the parents love injured themselves,1,the surgeons that the chefs hate and the parents love injured herself,1
the authors that the architects love and the parents like hurt themselves,1,the authors that the architects love and the parents like hurt himself,0
the teachers that the architects like and the parents admire hurt themselves,1,the teachers that the architects like and the parents admire hurt herself,1
the farmers that the dancer hates and the taxi driver admires embarrassed themselves,1,the farmers that the dancer hates and the taxi driver admires embarrassed herself,1
the teachers that the skater likes and the taxi driver loves disguised themselves,1,the teachers that the skater likes and the taxi driver loves disguised himself,0
the surgeons that the chef likes and the parent loves disguised themselves,1,the surgeons that the chef likes and the parent loves disguised himself,0
the author that the dancers love and the parents admire injured himself,0,the author that the dancers love and the parents admire injured themselves,0
the managers that the dancer hates and the executive admires disguised themselves,1,the managers that the dancer hates and the executive admires disguised herself,1
the senator that the architect likes and the assistant hates embarrassed herself,0,the senator that the architect likes and the assistant hates embarrassed themselves,1
the customers that the guards hate and the taxi drivers admire embarrassed themselves,1,the customers that the guards hate and the taxi drivers admire embarrassed herself,1
the author that the dancers admire and the ministers like embarrassed herself,0,the author that the dancers admire and the ministers like embarrassed themselves,1
the customer that the dancers love and the taxi drivers love injured himself,0,the customer that the dancers love and the taxi drivers love injured themselves,0
the consultant that the chefs admire and the assistants love congratulated himself,0,the consultant that the chefs admire and the assistants love congratulated themselves,0
the author that the skater loves and the parent admires injured herself,0,the author that the skater loves and the parent admires injured themselves,1
the farmers that the guard admires and the executive loves hated themselves,1,the farmers that the guard admires and the executive loves hated herself,1
the customer that the architect hates and the taxi driver loves embarrassed herself,0,the customer that the architect hates and the taxi driver loves embarrassed themselves,1
the author that the dancer loves and the parent loves hated himself,0,the author that the dancer loves and the parent loves hated themselves,0
the pilot that the chefs love and the taxi drivers love injured himself,0,the pilot that the chefs love and the taxi drivers love injured themselves,0
the teacher that the chefs hate and the taxi drivers like congratulated herself,0,the teacher that the chefs hate and the taxi drivers like congratulated themselves,1
the managers that the skaters love and the taxi drivers admire doubted themselves,1,the managers that the skaters love and the taxi drivers admire doubted himself,0
the senator that the architects hate and the executives hate disguised himself,0,the senator that the architects hate and the executives hate disguised themselves,0
the senators that the architects love and the ministers love embarrassed themselves,1,the senators that the architects love and the ministers love embarrassed herself,1
the pilot that the guards hate and the assistants hate injured herself,0,the pilot that the guards hate and the assistants hate injured themselves,1
the officers that the chef likes and the parent admires hurt themselves,1,the officers that the chef likes and the parent admires hurt himself,0
the senators that the chefs admire and the parents love hated themselves,1,the senators that the chefs admire and the parents love hated himself,0
the customers that the chefs admire and the assistants admire hurt themselves,1,the customers that the chefs admire and the assistants admire hurt herself,1
the managers that the guards like and the assistants hate hurt themselves,1,the managers that the guards like and the assistants hate hurt himself,0
the senators that the architects like and the taxi drivers admire hated themselves,1,the senators that the architects like and the taxi drivers admire hated himself,0
the manager that the skaters like and the assistants admire hurt himself,0,the manager that the skaters like and the assistants admire hurt themselves,0
the surgeons that the skater likes and the minister likes disguised themselves,1,the surgeons that the skater likes and the minister likes disguised herself,1
the authors that the architect likes and the assistant hates embarrassed themselves,1,the authors that the architect likes and the assistant hates embarrassed himself,0
the customers that the chefs hate and the ministers hate hurt themselves,1,the customers that the chefs hate and the ministers hate hurt himself,0
the surgeon that the architect hates and the minister likes embarrassed himself,0,the surgeon that the architect hates and the minister likes embarrassed themselves,0
the surgeons that the guard loves and the minister likes hurt themselves,1,the surgeons that the guard loves and the minister likes hurt himself,0
the surgeons that the guard loves and the executive loves congratulated themselves,1,the surgeons that the guard loves and the executive loves congratulated himself,0
the mechanic said the banker said the consultants injured themselves,1,the mechanic said the banker said the consultants injured himself,0
the surgeons that the chefs admire and the assistants love hated themselves,1,the surgeons that the chefs admire and the assistants love hated himself,0
the authors that the skater admires and the executive loves injured themselves,1,the authors that the skater admires and the executive loves injured himself,0
the manager that the dancers admire and the executives love injured herself,0,the manager that the dancers admire and the executives love injured themselves,1
the senator that the skater hates and the assistant likes congratulated herself,0,the senator that the skater hates and the assistant likes congratulated themselves,1
the senators that the guards admire and the taxi drivers like congratulated themselves,1,the senators that the guards admire and the taxi drivers like congratulated herself,1
the customer that the architect admires and the parent admires embarrassed herself,0,the customer that the architect admires and the parent admires embarrassed themselves,1
the officer that the skater likes and the executive loves injured herself,0,the officer that the skater likes and the executive loves injured themselves,1
the pilot that the architect admires and the assistant loves hated himself,0,the pilot that the architect admires and the assistant loves hated themselves,0
the officers that the dancer hates and the minister hates disguised themselves,1,the officers that the dancer hates and the minister hates disguised herself,1
the surgeon that the guards hate and the assistants like embarrassed himself,0,the surgeon that the guards hate and the assistants like embarrassed themselves,0
the senator that the chef hates and the executive hates hated himself,0,the senator that the chef hates and the executive hates hated themselves,0
the customer that the skaters admire and the ministers love hated himself,0,the customer that the skaters admire and the ministers love hated themselves,0
the farmer that the chefs admire and the taxi drivers love doubted himself,0,the farmer that the chefs admire and the taxi drivers love doubted themselves,0
the senators that the guards love and the ministers hate hated themselves,1,the senators that the guards love and the ministers hate hated herself,1
the pilot that the skater loves and the minister hates injured herself,0,the pilot that the skater loves and the minister hates injured themselves,1
the authors that the dancer likes and the minister admires injured themselves,1,the authors that the dancer likes and the minister admires injured himself,0
the customer that the skater loves and the minister loves hated herself,0,the customer that the skater loves and the minister loves hated themselves,1
the authors that the chefs like and the parents hate doubted themselves,1,the authors that the chefs like and the parents hate doubted himself,0
the senators that the skaters hate and the executives love injured themselves,1,the senators that the skaters hate and the executives love injured herself,1
the pilots that the chef loves and the parent loves hated themselves,1,the pilots that the chef loves and the parent loves hated herself,1
the senators that the skater hates and the taxi driver hates hurt themselves,1,the senators that the skater hates and the taxi driver hates hurt himself,0
the surgeons that the dancers like and the executives love injured themselves,1,the surgeons that the dancers like and the executives love injured himself,0
the farmers that the skater loves and the taxi driver hates congratulated themselves,1,the farmers that the skater loves and the taxi driver hates congratulated himself,0
the senator that the architects admire and the ministers hate injured herself,0,the senator that the architects admire and the ministers hate injured themselves,1
the teachers that the dancer likes and the assistant admires injured themselves,1,the teachers that the dancer likes and the assistant admires injured herself,1
the surgeon that the dancer likes and the executive loves embarrassed himself,0,the surgeon that the dancer likes and the executive loves embarrassed themselves,0
the teacher that the skaters hate and the taxi drivers love congratulated himself,0,the teacher that the skaters hate and the taxi drivers love congratulated themselves,0
the managers that the skaters admire and the ministers love hurt themselves,1,the managers that the skaters admire and the ministers love hurt himself,0
the teachers that the dancers hate and the assistants admire disguised themselves,1,the teachers that the dancers hate and the assistants admire disguised himself,0
the teacher that the architect admires and the executive admires congratulated himself,0,the teacher that the architect admires and the executive admires congratulated themselves,0
the authors that the guard admires and the parent hates disguised themselves,1,the authors that the guard admires and the parent hates disguised herself,1
the consultant that the guard admires and the parent hates embarrassed herself,0,the consultant that the guard admires and the parent hates embarrassed themselves,1
the farmers that the chef likes and the taxi driver loves disguised themselves,1,the farmers that the chef likes and the taxi driver loves disguised herself,1
the manager that the skaters love and the taxi drivers love embarrassed herself,0,the manager that the skaters love and the taxi drivers love embarrassed themselves,1
the manager that the chef hates and the parent likes injured himself,0,the manager that the chef hates and the parent likes injured themselves,0
the senators that the chef hates and the minister hates embarrassed themselves,1,the senators that the chef hates and the minister hates embarrassed himself,0
the pilots that the guards love and the executives like doubted themselves,1,the pilots that the guards love and the executives like doubted himself,0
the pilots that the chefs admire and the executives admire hated themselves,1,the pilots that the chefs admire and the executives admire hated herself,1
the surgeons that the architects love and the parents love doubted themselves,1,the surgeons that the architects love and the parents love doubted herself,1
the manager that the architect likes and the minister hates hated himself,0,the manager that the architect likes and the minister hates hated themselves,0
the officer that the skater likes and the taxi driver admires disguised herself,0,the officer that the skater likes and the taxi driver admires disguised themselves,1
