sentence,labels
the officer next to the dancer,0
the customer across from the guards,0
the show that the dancer likes,0
the teacher across from the guards,0
the movie by the taxi driver,0
the manager that the ministers admire,0
the song that the assistant likes,0
the farmer behind the taxi drivers,0
the poem that the dancers love,0
the teacher that the guards hate,0
the author near the skaters,0
the senator that the skaters admire,0
the consultant across from the chefs,0
the poem that the guards admire,0
the manager to the side of the minister,0
the customer that the taxi driver likes,0
the senator across from the architects,0
the consultant that the parent hates,0
the surgeon that the taxi driver hates,0
the customer near the parents,0
the movie from the dancers,0
the author behind the dancer,0
the game that the architects love,0
the surgeon near the architect,0
the pilot next to the guard,0
the senator that the parent loves,0
the farmer that the dancers like,0
the senator behind the dancers,0
the novel by the dancer,0
the poem that the taxi driver loves,0
the surgeon in front of the chef,0
the movie that the guard hates,0
the painting that the assistants hate,0
the farmer that the chefs like,0
the officer to the side of the executive,0
the poem that the executives admire,0
the customer that the assistant hates,0
the movie from the guard,0
the farmer that the executive likes,0
the manager across from the architects,0
the farmer behind the dancer,0
the movie from the skaters,0
the customer across from the executives,0
the picture that the chef likes,0
the pilot behind the executive,0
the pilot near the assistant,0
the show that the minister hates,0
the author near the guard,0
the officer that the executive likes,0
the author that the guards like,0
the surgeon that the taxi drivers love,0
the pilot that the taxi driver hates,0
the poem that the dancer likes,0
the senator behind the taxi drivers,0
the officer that the assistant likes,0
the consultant across from the skaters,0
the pilot next to the taxi driver,0
the painting from the chefs,0
the song that the guard loves,0
the poem that the chefs hate,0
the customer near the executive,0
the show that the taxi drivers like,0
the senator next to the skater,0
the book from the architects,0
the officer that the skater likes,0
the officer to the side of the guard,0
the consultant across from the parents,0
the farmer near the ministers,0
the farmer that the taxi driver hates,0
the song that the assistant hates,0
the novel that the ministers like,0
the pilot behind the chef,0
the customer near the guard,0
the farmer to the side of the parents,0
the customer next to the dancer,0
the consultant across from the chef,0
the customer that the chefs admire,0
the consultant near the skater,0
the song that the chef likes,0
the consultant to the side of the dancers,0
the painting from the taxi drivers,0
the novel that the assistants admire,0
the painting by the executives,0
the painting by the assistant,0
the farmer near the architects,0
the author in front of the taxi driver,0
the senator that the executives like,0
the teacher that the parent loves,0
the poem from the parents,0
the farmer that the ministers like,0
the surgeon that the guards admire,0
the officer that the guard loves,0
the surgeon that the architects admire,0
the manager that the assistant loves,0
the teacher to the side of the skater,0
the show that the skater hates,0
the officer behind the chefs,0
the officer in front of the taxi driver,0
the customer that the taxi drivers love,0
the pilot that the guard loves,0
the movie that the assistants love,0
the author that the executive loves,0
the book that the parents admire,0
the senator to the side of the architect,0
the customer across from the dancers,0
the author near the architect,0
the officer near the guard,0
the surgeon that the executive likes,0
the painting that the assistant admires,0
the movie that the chefs hate,0
the officer next to the skaters,0
the movie that the guards admire,0
the consultant to the side of the chefs,0
the painting by the parents,0
the pilot that the parents hate,0
the consultant that the chefs admire,0
the game from the taxi drivers,0
the poem that the ministers hate,0
the teacher across from the dancers,0
the manager that the executives like,0
the manager in front of the skaters,0
the movie that the chefs admire,0
the pilot that the parent admires,0
the senator that the assistants like,0
the consultant across from the dancer,0
the author that the assistant likes,0
the book that the taxi drivers love,0
the book that the guards hate,0
the surgeon near the taxi driver,0
the officer across from the parents,0
the author that the parents hate,0
the author that the parent admires,0
the picture that the guard hates,0
the song by the parent,0
the show by the architects,0
the game by the minister,0
the movie that the guards like,0
the officer that the executive loves,0
the senator in front of the architects,0
the consultant that the assistants like,0
the customer that the chef loves,0
the consultant in front of the chefs,0
the picture by the architect,0
the movie that the executive admires,0
the painting that the architects admire,0
the movie by the ministers,0
the pilot that the chef hates,0
the pilot that the assistant loves,0
the teacher to the side of the chef,0
the manager behind the parents,0
the surgeon that the guards hate,0
the game that the assistants love,0
the author next to the assistants,0
the customer that the ministers admire,0
the pilot behind the architect,0
the poem that the dancer hates,0
the movie from the taxi driver,0
the painting by the minister,0
the manager across from the chefs,0
the pilot across from the chefs,0
the poem from the architect,0
the movie that the skaters hate,0
the movie that the executives like,0
the teacher that the taxi driver admires,0
the senator in front of the taxi drivers,0
the officer that the assistant hates,0
the show that the dancer hates,0
the officer next to the architect,0
the teacher in front of the taxi driver,0
the author near the parent,0
the farmer that the chefs love,0
the farmer to the side of the executive,0
the teacher in front of the assistant,0
the senator behind the assistant,0
the author that the executives love,0
the customer that the chefs hate,0
the officer behind the skaters,0
the surgeon across from the dancers,0
the poem by the architect,0
the manager that the architects like,0
the officer near the chef,0
the game from the chefs,0
the senator that the parents hate,0
the officer next to the ministers,0
the game that the guard likes,0
the novel that the assistant admires,0
the teacher next to the ministers,0
the painting from the architect,0
the farmer that the taxi driver likes,0
the customer that the skaters hate,0
the officer that the parents love,0
the pilot next to the architect,0
the painting that the taxi drivers hate,0
the picture that the guards hate,0
the show that the taxi drivers hate,0
the manager across from the assistant,0
the consultant that the executive loves,0
the manager that the skaters admire,0
the painting that the skater hates,0
the senator that the parent admires,0
the poem that the ministers admire,0
the pilot next to the chef,0
the show that the assistants like,0
the pilot in front of the executive,0
the book that the minister likes,0
the customer next to the executives,0
the song that the guard hates,0
the customer to the side of the taxi driver,0
the author that the ministers like,0
the manager that the guard likes,0
the surgeon behind the assistants,0
the pilot next to the assistants,0
the manager next to the chef,0
the pilot that the architect admires,0
the picture by the parent,0
the teacher that the executive likes,0
the pilot next to the ministers,0
the senator in front of the architect,0
the senator that the ministers admire,0
the surgeon in front of the parent,0
the poem by the taxi drivers,0
the teacher to the side of the ministers,0
the customer that the skater admires,0
the author that the executive likes,0
the surgeon that the taxi drivers like,0
the consultant that the ministers hate,0
the senator next to the guards,0
the teacher that the dancers hate,0
the picture that the taxi driver likes,0
the painting that the guards hate,0
the picture that the taxi drivers love,0
the poem that the assistant admires,0
the surgeon to the side of the guard,0
the farmer that the dancer admires,0
the song from the assistant,0
the pilot that the parents like,0
the painting that the parent hates,0
the movie that the guards love,0
the book that the executives like,0
the game that the parents like,0
the pilot that the executives like,0
the picture that the skaters admire,0
the author behind the skater,0
the novel that the taxi driver hates,0
the senator that the taxi drivers hate,0
the manager behind the skater,0
the manager in front of the executive,0
the pilot next to the dancers,0
the officer to the side of the dancer,0
the consultant that the assistant loves,0
the painting that the minister admires,0
the game that the taxi driver likes,0
the senator across from the dancer,0
the novel that the guard hates,0
the surgeon that the architects hate,0
the senator that the architect hates,0
the author behind the assistants,0
the pilot in front of the ministers,0
the picture from the parent,0
the book that the assistant loves,0
the author across from the executives,0
the movie that the dancers hate,0
the customer near the chefs,0
the surgeon that the architect loves,0
the senator that the skater likes,0
the show that the dancer admires,0
the movie from the ministers,0
the manager that the ministers like,0
the movie from the architect,0
the poem from the skater,0
the consultant that the chef likes,0
the show that the minister likes,0
the customer to the side of the architect,0
the farmer that the executives hate,0
the movie from the taxi drivers,0
the author in front of the parent,0
the picture that the ministers admire,0
the picture that the taxi drivers like,0
the game by the assistants,0
the pilot that the parent loves,0
the movie from the parents,0
the customer to the side of the assistants,0
the farmer that the taxi drivers love,0
the game from the guard,0
the manager that the skater loves,0
the senator that the dancers like,0
the novel that the skater admires,0
the farmer that the guard likes,0
the song that the dancers like,0
the picture by the skater,0
the book that the chefs hate,0
the officer that the architect hates,0
the manager to the side of the parent,0
the pilot that the parent likes,0
the consultant that the executives admire,0
the surgeon that the dancer loves,0
the song by the taxi drivers,0
the teacher that the dancer likes,0
the game that the guard loves,0
the author across from the guard,0
the manager behind the minister,0
the movie by the architect,0
the teacher to the side of the executive,0
the painting that the parents admire,0
the game that the skater loves,0
the consultant that the assistants love,0
the author that the ministers love,0
the movie from the guards,0
the manager to the side of the skaters,0
the consultant that the skaters like,0
the farmer in front of the chef,0
the surgeon across from the guards,0
the customer across from the executive,0
the game that the ministers admire,0
the book that the executive loves,0
the senator behind the architects,0
the manager that the minister hates,0
the poem that the dancers hate,0
the book that the skaters admire,0
the novel that the minister loves,0
the consultant that the minister admires,0
the author that the assistant admires,0
the officer near the taxi driver,0
the farmer that the taxi drivers admire,0
the movie by the parent,0
the customer that the chef admires,0
the pilot next to the taxi drivers,0
the farmer that the parents like,0
the manager across from the dancers,0
the song from the skaters,0
the consultant in front of the architects,0
the author that the assistant loves,0
the consultant behind the skaters,0
the pilot that the taxi driver likes,0
the manager across from the minister,0
the book that the skater likes,0
the novel that the architect hates,0
the consultant behind the assistant,0
the book by the parents,0
the farmer that the assistants like,0
the consultant next to the chef,0
the novel by the chefs,0
the consultant behind the chef,0
the pilot in front of the chef,0
the game that the parent likes,0
the surgeon in front of the executives,0
the surgeon near the skaters,0
the show that the executives hate,0
the manager behind the executive,0
the picture that the skater loves,0
the farmer next to the guards,0
the pilot that the skaters love,0
the novel that the architect likes,0
the teacher next to the skater,0
the officer that the architects love,0
the poem from the parent,0
the song that the chefs love,0
the pilot near the chef,0
the surgeon that the chefs admire,0
the manager behind the ministers,0
the book that the chefs admire,0
the surgeon in front of the assistants,0
the teacher that the architect likes,0
the author near the assistant,0
the surgeon that the minister loves,0
the customer behind the dancers,0
the consultant behind the architect,0
the novel that the chef loves,0
the farmer across from the skaters,0
the farmer next to the chef,0
the novel that the parents admire,0
the consultant next to the architects,0
the teacher that the executives hate,0
the senator to the side of the assistant,0
the game that the minister loves,0
the consultant near the taxi driver,0
the novel from the assistant,0
the game from the assistants,0
the surgeon in front of the architect,0
the farmer in front of the skaters,0
the author in front of the architects,0
the senator that the skater loves,0
the consultant near the dancer,0
the poem from the architects,0
the surgeon that the chef admires,0
the farmer that the ministers hate,0
the teacher near the taxi driver,0
the customer that the dancer likes,0
the manager that the assistants like,0
the manager in front of the architect,0
the consultant across from the taxi drivers,0
the senator in front of the dancer,0
the picture by the guards,0
the officer to the side of the ministers,0
the farmer that the executive loves,0
the manager near the parent,0
the game that the chefs love,0
the farmer that the guards like,0
the author behind the executives,0
the painting that the dancer likes,0
the surgeon to the side of the dancer,0
the game by the chefs,0
the game by the chef,0
the author that the skaters like,0
the show from the taxi driver,0
the surgeon near the guards,0
the senator that the chef admires,0
the teacher that the dancer admires,0
the senator across from the taxi driver,0
the consultant behind the taxi drivers,0
the author behind the skaters,0
the manager that the skater admires,0
the surgeon near the dancer,0
the author that the assistants admire,0
the customer that the taxi driver loves,0
the officer in front of the architect,0
the teacher that the chefs hate,0
the manager that the dancers love,0
the farmer to the side of the assistants,0
the officer to the side of the assistants,0
the painting by the ministers,0
the poem that the chef hates,0
the picture that the ministers like,0
the consultant that the guards love,0
the teacher near the chef,0
the consultant to the side of the parents,0
the officer that the taxi driver hates,0
the manager that the dancer loves,0
the surgeon behind the minister,0
the customer next to the skaters,0
the consultant behind the taxi driver,0
the show that the minister loves,0
the teacher to the side of the assistant,0
the author that the architect likes,0
the consultant that the taxi drivers hate,0
the pilot that the parent hates,0
the surgeon that the parents like,0
the customer that the architect likes,0
the senator that the guard likes,0
the movie from the dancer,0
the manager that the minister loves,0
the pilot near the guards,0
the customer that the guards like,0
the officer across from the architects,0
the poem that the taxi driver likes,0
the surgeon next to the chef,0
the farmer to the side of the minister,0
the manager in front of the executives,0
the manager near the parents,0
the farmer near the taxi drivers,0
the consultant to the side of the minister,0
the customer behind the minister,0
the movie that the taxi driver loves,0
the manager near the guard,0
the picture that the chefs hate,0
the surgeon that the taxi drivers hate,0
the movie that the ministers like,0
the show that the chefs love,0
the author behind the architect,0
the pilot near the skaters,0
the farmer that the chef loves,0
the manager that the guards like,0
the poem that the architects hate,0
the picture from the executives,0
the pilot to the side of the executive,0
the customer that the taxi drivers like,0
the show that the executives admire,0
the teacher across from the architect,0
the pilot that the assistant likes,0
the teacher that the guard hates,0
the game that the chef admires,0
the novel by the executive,0
the movie by the taxi drivers,0
the book from the dancers,0
the surgeon that the assistants love,0
the show that the assistants love,0
the senator across from the executives,0
the surgeon in front of the executive,0
the senator behind the skater,0
the picture that the chefs admire,0
the officer that the dancer hates,0
the farmer to the side of the parent,0
the senator across from the chefs,0
the farmer behind the skaters,0
the show by the parents,0
the manager in front of the dancer,0
the surgeon across from the chef,0
the show that the architect hates,0
the officer behind the minister,0
the teacher next to the dancer,0
the picture by the executives,0
the painting that the taxi driver hates,0
the poem by the dancer,0
the surgeon across from the minister,0
the teacher in front of the ministers,0
the picture from the guards,0
the officer that the ministers love,0
the game that the minister hates,0
the officer that the dancer loves,0
the consultant that the taxi driver admires,0
the consultant that the guard likes,0
the farmer that the skaters like,0
the show that the architect loves,0
the manager next to the parent,0
the picture that the architects love,0
the book that the assistant admires,0
the show that the guards admire,0
the author across from the skater,0
the novel that the chefs hate,0
the author to the side of the minister,0
the painting that the guard likes,0
the manager that the skaters love,0
the farmer that the executive hates,0
the officer that the architects like,0
the pilot that the chefs like,0
the teacher next to the parents,0
the senator in front of the executives,0
the author behind the guard,0
the painting from the guards,0
the consultant behind the executive,0
the pilot next to the assistant,0
the officer next to the minister,0
the book by the guard,0
the song that the skater hates,0
the senator that the guards like,0
the book that the assistants hate,0
the senator near the parent,0
the consultant to the side of the dancer,0
the customer near the taxi drivers,0
the teacher across from the ministers,0
the pilot next to the minister,0
the officer that the executives love,0
the consultant that the architects like,0
the picture that the dancers love,0
the customer that the executive admires,0
the senator that the assistants admire,0
the author behind the dancers,0
the officer behind the parents,0
the manager across from the guards,0
the senator behind the executive,0
the surgeon near the parent,0
the teacher behind the architects,0
the painting that the parents hate,0
the farmer next to the dancers,0
the picture that the parents admire,0
the customer that the taxi driver hates,0
the senator that the dancer loves,0
the consultant in front of the executive,0
the painting that the chef admires,0
the poem that the architect likes,0
the movie that the ministers hate,0
the senator that the guard admires,0
the novel that the skaters love,0
the book that the chef admires,0
the pilot that the architect likes,0
the officer that the parents like,0
the poem that the guard loves,0
the author behind the parents,0
the game that the dancer loves,0
the game that the skater hates,0
the teacher next to the assistants,0
the farmer behind the guard,0
the surgeon across from the assistants,0
the surgeon in front of the skater,0
the painting that the executives like,0
the teacher that the taxi drivers love,0
the teacher that the architect loves,0
the surgeon next to the skaters,0
the show from the ministers,0
the book that the taxi drivers admire,0
the teacher that the guards like,0
the pilot behind the executives,0
the officer across from the assistants,0
the author that the assistants love,0
the farmer that the skaters hate,0
the farmer that the guards hate,0
the show by the chefs,0
the farmer behind the parents,0
the book from the dancer,0
the consultant across from the architect,0
the pilot across from the parents,0
the officer next to the guard,0
the painting that the taxi drivers admire,0
the officer next to the dancers,0
the author near the chefs,0
the customer across from the ministers,0
the pilot next to the executive,0
the farmer across from the architect,0
the customer next to the skater,0
the customer that the dancers love,0
the song that the chefs like,0
the officer next to the skater,0
the game that the parent loves,0
the farmer that the dancers admire,0
the show by the assistants,0
the author to the side of the guard,0
the senator to the side of the assistants,0
the author that the executives hate,0
the novel by the architects,0
the game by the parent,0
the teacher across from the parent,0
the consultant next to the executive,0
the painting by the skater,0
the song by the parents,0
the surgeon near the parents,0
the farmer across from the guard,0
the farmer near the skater,0
the consultant that the skater likes,0
the picture that the parents like,0
the pilot behind the guards,0
the author next to the assistant,0
the customer that the ministers love,0
the author that the guard loves,0
the poem from the guards,0
the author that the architect admires,0
the author that the taxi drivers admire,0
the customer in front of the executive,0
the officer that the chef hates,0
the consultant that the architect loves,0
the poem that the assistants like,0
the officer that the skater hates,0
the officer in front of the taxi drivers,0
the painting that the executive admires,0
the author that the dancer likes,0
the farmer that the minister likes,0
the poem that the executive hates,0
the pilot to the side of the skaters,0
the manager that the dancers admire,0
the game that the chef likes,0
the painting that the architects love,0
the teacher that the skaters admire,0
the surgeon that the skater loves,0
the teacher in front of the skater,0
the novel from the chefs,0
the song that the chef loves,0
the customer behind the guard,0
the customer near the dancers,0
the customer in front of the architects,0
the consultant that the assistants admire,0
the painting that the assistant hates,0
the consultant to the side of the guard,0
the farmer that the guard admires,0
the surgeon across from the skaters,0
the song that the assistant admires,0
the pilot behind the parent,0
the surgeon in front of the architects,0
the customer next to the guard,0
the manager that the ministers hate,0
the author that the chefs admire,0
the manager to the side of the taxi drivers,0
the officer next to the assistants,0
the game that the chef hates,0
the officer behind the guards,0
the movie by the minister,0
the show that the chef hates,0
the book from the taxi drivers,0
the poem that the parent admires,0
the book that the executive likes,0
the painting from the guard,0
the picture from the parents,0
the book that the taxi drivers hate,0
the pilot across from the executive,0
the customer across from the parent,0
the manager behind the architect,0
the officer in front of the guard,0
the surgeon that the skater admires,0
the author in front of the assistants,0
the game that the architects like,0
the teacher that the chefs love,0
the show from the dancer,0
the senator in front of the minister,0
the manager near the ministers,0
the customer that the dancer loves,0
the author that the minister hates,0
the farmer that the architects admire,0
the senator that the parents love,0
the book that the assistant likes,0
the officer to the side of the chef,0
the game that the architect likes,0
the picture that the dancers hate,0
the game that the taxi driver admires,0
the game by the guards,0
the farmer behind the chef,0
the officer that the guard admires,0
the customer in front of the executives,0
the senator that the chefs like,0
the song that the ministers hate,0
the senator that the guards hate,0
the movie that the guards hate,0
the officer to the side of the executives,0
the teacher behind the chef,0
the author that the executive hates,0
the picture that the taxi driver hates,0
the consultant across from the skater,0
the show that the minister admires,0
the movie that the architect admires,0
the pilot in front of the architects,0
the officer behind the guard,0
the farmer near the assistant,0
the novel that the skaters like,0
the consultant across from the assistant,0
the pilot that the executive likes,0
the movie by the chef,0
the surgeon in front of the minister,0
the officer that the parent loves,0
the song from the executives,0
the show from the dancers,0
the pilot that the taxi driver loves,0
the manager in front of the architects,0
the surgeon that the architect admires,0
the farmer next to the taxi drivers,0
the poem that the parent loves,0
the novel that the guard likes,0
the novel that the executive likes,0
the painting by the assistants,0
the surgeon behind the parents,0
the show that the ministers like,0
the movie that the assistant loves,0
the author that the parents like,0
the author to the side of the ministers,0
the customer behind the skater,0
the surgeon that the executives like,0
the farmer to the side of the dancers,0
the pilot near the chefs,0
the customer to the side of the executives,0
the game that the guards hate,0
the customer to the side of the skater,0
the farmer to the side of the guard,0
the manager that the chefs admire,0
the farmer next to the parents,0
the customer that the executives like,0
the customer behind the taxi drivers,0
the farmer in front of the taxi drivers,0
the pilot that the guards admire,0
the surgeon near the guard,0
the teacher across from the chef,0
the consultant that the minister loves,0
the manager that the parents love,0
the show from the guard,0
the movie that the assistants hate,0
the teacher that the guards love,0
the manager to the side of the taxi driver,0
the game that the chefs like,0
the song by the skater,0
the novel from the dancer,0
the senator that the executives hate,0
the novel that the guards admire,0
the author next to the parent,0
the author across from the skaters,0
the customer behind the taxi driver,0
the novel that the taxi drivers like,0
the manager in front of the assistant,0
the manager behind the chefs,0
the teacher to the side of the executives,0
the pilot to the side of the chefs,0
the consultant that the dancers love,0
the game that the assistant likes,0
the teacher to the side of the architects,0
the song that the ministers like,0
the customer across from the architects,0
the manager that the parents hate,0
the novel by the dancers,0
the game from the dancer,0
the author in front of the minister,0
the customer next to the ministers,0
the consultant across from the executive,0
the customer across from the skaters,0
the author next to the chefs,0
the officer in front of the dancers,0
the novel from the dancers,0
the pilot that the taxi drivers like,0
the song by the assistants,0
the consultant that the skaters hate,0
the manager near the skater,0
the officer near the parent,0
the picture that the chef hates,0
the author that the minister admires,0
the picture that the dancers admire,0
the novel that the dancers like,0
the show that the skater admires,0
the teacher that the minister admires,0
the surgeon behind the guard,0
the senator across from the minister,0
the pilot behind the dancers,0
the book by the assistant,0
the manager that the guard admires,0
the farmer that the assistants hate,0
the pilot to the side of the dancers,0
the farmer that the guard loves,0
the senator that the chef hates,0
the manager that the parents like,0
the picture from the dancers,0
the consultant in front of the assistant,0
the novel that the chef likes,0
the farmer next to the minister,0
the pilot near the parents,0
the painting from the architects,0
the song that the skaters like,0
the novel from the assistants,0
the show that the guards hate,0
the pilot behind the chefs,0
the surgeon that the chefs hate,0
the novel that the parent loves,0
the novel that the architects like,0
the teacher in front of the guard,0
the painting by the chef,0
the surgeon that the skaters admire,0
the pilot behind the taxi driver,0
the surgeon that the parent likes,0
the pilot that the ministers love,0
the movie from the architects,0
the officer that the chefs like,0
the manager that the skaters hate,0
the officer that the guard likes,0
the painting that the guard admires,0
the senator that the taxi drivers like,0
the farmer in front of the architects,0
the manager that the architects admire,0
the pilot behind the minister,0
the surgeon that the architects like,0
the manager that the architects hate,0
the poem that the assistant hates,0
the poem that the assistants love,0
the poem that the architect admires,0
the movie that the executive hates,0
the customer that the guard hates,0
the manager that the parent loves,0
the book that the guards admire,0
the officer across from the parent,0
the teacher in front of the executive,0
the farmer next to the executives,0
the show by the guard,0
the teacher that the ministers love,0
the painting that the architect loves,0
the farmer that the architect admires,0
the senator that the architects hate,0
the game by the assistant,0
the officer that the dancers like,0
the author to the side of the taxi driver,0
the customer that the ministers hate,0
the teacher that the architects love,0
the painting that the skater likes,0
the consultant next to the dancer,0
the author that the taxi drivers like,0
the poem that the guard likes,0
the teacher in front of the minister,0
the pilot next to the parent,0
the painting from the skater,0
the manager that the dancer admires,0
the senator that the assistants love,0
the book that the dancer loves,0
the painting that the taxi driver likes,0
the game by the dancers,0
the novel that the dancers hate,0
the consultant to the side of the assistants,0
the poem from the chefs,0
the novel by the executives,0
the author next to the executive,0
the painting that the executives love,0
the consultant that the chef hates,0
the game by the skaters,0
the pilot next to the architects,0
the picture that the assistant likes,0
the painting that the architects like,0
the consultant to the side of the skater,0
the pilot that the skater admires,0
the senator next to the executive,0
the movie from the assistant,0
the picture that the minister admires,0
the movie that the parents hate,0
the officer in front of the parent,0
the game that the taxi drivers hate,0
the surgeon in front of the dancers,0
the customer that the ministers like,0
the book that the parents like,0
the author to the side of the assistants,0
the book that the chef likes,0
the pilot that the ministers hate,0
the consultant behind the ministers,0
the movie that the assistants like,0
the officer that the chefs love,0
the farmer to the side of the skater,0
the poem by the assistants,0
the movie that the parents love,0
the pilot across from the executives,0
the surgeon across from the chefs,0
the consultant that the guard hates,0
the officer that the skaters admire,0
the novel that the executives love,0
the movie that the executive loves,0
the show from the skater,0
the show that the dancer loves,0
the show that the assistant likes,0
the farmer that the skater likes,0
the customer that the parents hate,0
the poem that the chef loves,0
the author behind the assistant,0
the consultant next to the guard,0
the author behind the ministers,0
the senator next to the dancers,0
the song that the taxi driver hates,0
the senator in front of the chef,0
the author across from the minister,0
the picture that the guard admires,0
the farmer near the minister,0
the officer next to the parent,0
the painting that the parent admires,0
the consultant in front of the skater,0
the farmer to the side of the taxi driver,0
the farmer in front of the assistants,0
the teacher behind the executives,0
the painting by the taxi drivers,0
the poem that the guards love,0
the teacher across from the architects,0
the book by the executive,0
the manager near the chef,0
the pilot that the minister admires,0
the senator that the architects like,0
the officer that the skaters hate,0
the pilot in front of the skaters,0
the movie by the assistant,0
the movie that the minister likes,0
the surgeon to the side of the assistant,0
the officer across from the taxi driver,0
the author that the chefs like,0
the consultant that the executives like,0
the book that the chefs love,0
the author that the guards love,0
the author near the chef,0
the book from the guards,0
the pilot next to the executives,0
the officer near the executive,0
the consultant that the taxi driver likes,0
the teacher near the skater,0
the farmer behind the minister,0
the farmer next to the parent,0
the customer that the executive loves,0
the teacher to the side of the dancer,0
the poem that the taxi driver admires,0
the officer that the assistant loves,0
the author near the guards,0
the customer near the skater,0
the picture from the chef,0
the book that the dancers love,0
the officer that the taxi drivers love,0
the senator behind the taxi driver,0
the manager that the guards love,0
the customer behind the executive,0
the poem that the skaters hate,0
the novel from the architects,0
the manager in front of the dancers,0
the senator next to the executives,0
the customer that the skater likes,0
the officer behind the executives,0
the painting that the dancer hates,0
the book that the dancers like,0
the song that the parents like,0
the poem that the executives love,0
the teacher next to the assistant,0
the consultant next to the parent,0
the consultant near the architects,0
the picture that the dancer loves,0
the show that the architects admire,0
the farmer to the side of the ministers,0
the surgeon next to the taxi driver,0
the officer next to the architects,0
the picture that the executive hates,0
the show that the guard admires,0
the surgeon next to the parent,0
the farmer behind the ministers,0
the consultant that the skater loves,0
the customer that the architect loves,0
the show that the assistants hate,0
the farmer behind the architects,0
the customer near the architects,0
the poem that the executive likes,0
the game that the executives admire,0
the senator in front of the executive,0
the farmer that the parent likes,0
the song that the parent loves,0
the manager near the executives,0
the senator next to the architects,0
the book that the executives hate,0
the consultant that the chefs love,0
the novel by the architect,0
the show from the minister,0
the surgeon that the guard loves,0
the consultant that the skater hates,0
the consultant that the executive hates,0
the manager that the chefs love,0
the officer that the ministers like,0
the farmer to the side of the taxi drivers,0
the painting from the assistants,0
the teacher near the assistants,0
the senator next to the chefs,0
the picture that the taxi drivers admire,0
the senator near the taxi driver,0
the consultant that the parent loves,0
the officer next to the chef,0
the author in front of the executives,0
the manager across from the architect,0
the farmer near the dancers,0
the author across from the assistants,0
the manager that the minister admires,0
the officer near the chefs,0
the song that the parent hates,0
