sentence,labels
the pilot across from the assistants,0
the song by the assistants,0
the farmer near the ministers,0
the officer that the guards admire,0
the consultant to the side of the skaters,0
the picture that the taxi drivers hate,0
the manager that the skaters admire,0
the pilot that the taxi drivers hate,0
the book that the guards love,0
the farmer next to the skaters,0
the show that the guards hate,0
the author that the skaters love,0
the teacher to the side of the taxi drivers,0
the novel from the ministers,0
the consultant in front of the assistants,0
the poem by the ministers,0
the pilot that the ministers hate,0
the farmer that the taxi drivers like,0
the officer that the parents hate,0
the officer to the side of the ministers,0
the pilot behind the guards,0
the song that the parents hate,0
the book from the chefs,0
the book that the executives like,0
the senator that the architects love,0
the consultant that the architects admire,0
the author to the side of the taxi drivers,0
the author that the executives like,0
the farmer that the ministers admire,0
the pilot that the taxi drivers love,0
the movie that the skaters love,0
the game by the guards,0
the teacher in front of the architects,0
the painting that the parents hate,0
the painting from the taxi drivers,0
the show from the ministers,0
the picture that the executives hate,0
the pilot in front of the parents,0
the surgeon near the taxi drivers,0
the teacher behind the parents,0
the consultant that the parents love,0
the pilot that the ministers love,0
the senator near the ministers,0
the picture that the taxi drivers love,0
the novel that the executives like,0
the pilot to the side of the executives,0
the consultant that the parents admire,0
the pilot in front of the executives,0
the movie that the dancers love,0
the officer across from the ministers,0
the surgeon next to the guards,0
the officer across from the dancers,0
the movie that the taxi drivers hate,0
the pilot to the side of the taxi drivers,0
the farmer in front of the taxi drivers,0
the teacher that the ministers like,0
the author behind the dancers,0
the novel from the guards,0
the customer that the chefs like,0
the surgeon that the dancers admire,0
the surgeon to the side of the dancers,0
the book by the skaters,0
the picture that the skaters like,0
the teacher across from the guards,0
the customer across from the architects,0
the manager in front of the guards,0
the novel by the parents,0
the movie from the ministers,0
the poem that the dancers hate,0
the consultant behind the taxi drivers,0
the song from the assistants,0
the teacher that the dancers admire,0
the pilot behind the parents,0
the author that the assistants admire,0
the teacher that the dancers love,0
the surgeon near the architects,0
the author to the side of the assistants,0
the book by the assistants,0
the picture that the executives admire,0
the manager that the assistants like,0
the surgeon to the side of the guards,0
the author near the architects,0
the farmer to the side of the ministers,0
the game that the chefs like,0
the consultant that the assistants admire,0
the book by the dancers,0
the pilot that the executives hate,0
the consultant that the guards love,0
the movie that the parents like,0
the pilot that the chefs hate,0
the pilot behind the taxi drivers,0
the song from the skaters,0
the officer next to the guards,0
the farmer that the guards admire,0
the manager next to the dancers,0
the teacher to the side of the guards,0
the consultant behind the ministers,0
the surgeon next to the ministers,0
the poem that the ministers love,0
the officer behind the dancers,0
the pilot that the dancers love,0
the picture from the dancers,0
the novel that the architects like,0
the movie that the guards like,0
the author near the guards,0
the manager near the parents,0
the manager near the ministers,0
the painting from the guards,0
the author that the architects admire,0
the pilot in front of the architects,0
the senator that the taxi drivers like,0
the teacher near the guards,0
the author that the skaters admire,0
the author behind the chefs,0
the game that the guards like,0
the senator to the side of the executives,0
the officer that the ministers hate,0
the game from the architects,0
the senator that the dancers like,0
the officer near the dancers,0
the book that the guards like,0
the manager to the side of the executives,0
the senator that the ministers admire,0
the customer to the side of the skaters,0
the consultant next to the guards,0
the pilot near the architects,0
the picture that the dancers admire,0
the manager to the side of the dancers,0
the novel by the guards,0
the novel from the architects,0
the manager to the side of the parents,0
the pilot in front of the guards,0
the picture that the architects hate,0
the consultant near the dancers,0
the movie that the ministers like,0
the picture that the architects like,0
the manager behind the skaters,0
the consultant to the side of the dancers,0
the painting from the chefs,0
the manager to the side of the assistants,0
the manager that the guards admire,0
the manager near the executives,0
the farmer that the skaters like,0
the customer that the guards hate,0
the senator that the chefs admire,0
the book by the taxi drivers,0
the surgeon in front of the dancers,0
the teacher near the executives,0
the manager to the side of the chefs,0
the manager that the skaters love,0
the manager behind the guards,0
the poem by the chefs,0
the manager across from the chefs,0
the book that the dancers hate,0
the painting that the ministers like,0
the farmer next to the taxi drivers,0
the book from the guards,0
the song that the guards like,0
the manager near the chefs,0
the surgeon that the taxi drivers like,0
the consultant in front of the parents,0
the song that the executives like,0
the show that the parents hate,0
the consultant near the skaters,0
the officer that the chefs hate,0
the painting by the dancers,0
the surgeon that the ministers like,0
the painting from the skaters,0
the customer near the ministers,0
the teacher in front of the dancers,0
the senator that the ministers love,0
the teacher near the chefs,0
the book from the skaters,0
the song that the ministers like,0
the senator near the taxi drivers,0
the consultant next to the dancers,0
the novel that the skaters love,0
the consultant to the side of the executives,0
the surgeon across from the chefs,0
the surgeon in front of the skaters,0
the farmer that the chefs like,0
the customer that the guards like,0
the customer behind the skaters,0
the teacher that the taxi drivers admire,0
the manager that the chefs love,0
the author that the guards like,0
the manager near the architects,0
the show from the chefs,0
the pilot near the executives,0
the farmer across from the skaters,0
the surgeon across from the assistants,0
the author that the ministers love,0
the author next to the guards,0
the pilot to the side of the chefs,0
the picture that the ministers hate,0
the author that the architects love,0
the book by the parents,0
the novel that the executives hate,0
the author that the parents like,0
the picture that the skaters hate,0
the song that the skaters like,0
the picture by the skaters,0
the teacher next to the architects,0
the teacher in front of the skaters,0
the picture that the assistants like,0
the movie from the executives,0
the farmer across from the executives,0
the movie that the chefs like,0
the senator next to the skaters,0
the movie by the guards,0
the senator that the skaters admire,0
the game from the skaters,0
the senator in front of the skaters,0
the pilot near the chefs,0
the teacher that the ministers hate,0
the pilot near the assistants,0
the novel from the assistants,0
the customer to the side of the ministers,0
the surgeon across from the taxi drivers,0
the farmer across from the chefs,0
the painting from the architects,0
the senator in front of the architects,0
the author in front of the executives,0
the teacher that the assistants like,0
the show that the skaters hate,0
the manager in front of the architects,0
the manager next to the parents,0
the teacher that the architects admire,0
the consultant near the parents,0
the consultant that the skaters admire,0
the senator behind the guards,0
the manager in front of the dancers,0
the customer that the parents like,0
the picture that the chefs admire,0
the surgeon behind the dancers,0
the author that the guards love,0
the surgeon that the architects admire,0
the consultant that the parents like,0
the consultant to the side of the assistants,0
the consultant across from the dancers,0
the painting from the dancers,0
the surgeon that the ministers admire,0
the customer that the ministers admire,0
the book that the chefs admire,0
the customer that the ministers like,0
the movie that the architects hate,0
the officer that the taxi drivers admire,0
the novel by the chefs,0
the officer that the parents admire,0
the surgeon that the parents love,0
the game that the guards hate,0
the manager behind the dancers,0
the manager that the ministers love,0
the consultant that the ministers admire,0
the novel from the dancers,0
the show by the assistants,0
the customer behind the ministers,0
the author next to the skaters,0
the officer behind the parents,0
the manager behind the taxi drivers,0
the surgeon behind the skaters,0
the show that the taxi drivers hate,0
the author that the executives admire,0
the song from the guards,0
the pilot that the skaters love,0
the officer that the dancers love,0
the author across from the assistants,0
the farmer that the parents like,0
the senator across from the chefs,0
the movie that the chefs love,0
the book by the guards,0
the show that the taxi drivers like,0
the farmer behind the taxi drivers,0
the picture from the assistants,0
the song by the architects,0
the poem from the taxi drivers,0
the teacher that the chefs love,0
the painting from the parents,0
the novel that the assistants like,0
the pilot that the ministers admire,0
the poem that the skaters admire,0
the farmer across from the parents,0
the teacher behind the executives,0
the movie from the skaters,0
the customer in front of the architects,0
the novel that the chefs love,0
the senator near the chefs,0
the novel that the dancers admire,0
the surgeon that the ministers love,0
the consultant next to the parents,0
the game from the parents,0
the senator near the assistants,0
the customer that the assistants admire,0
the teacher to the side of the assistants,0
the pilot near the guards,0
the surgeon across from the parents,0
the surgeon that the dancers hate,0
the manager across from the ministers,0
the novel from the chefs,0
the game that the taxi drivers like,0
the song that the assistants admire,0
the officer that the architects love,0
the manager next to the architects,0
the farmer to the side of the skaters,0
the teacher that the parents admire,0
the game that the parents love,0
the show by the executives,0
the officer that the skaters like,0
the pilot across from the guards,0
the pilot to the side of the parents,0
the manager across from the assistants,0
the book from the taxi drivers,0
the movie that the architects like,0
the show that the assistants love,0
the novel by the ministers,0
the poem from the architects,0
the manager that the guards like,0
the teacher that the guards love,0
the consultant that the executives admire,0
the author near the parents,0
the customer that the executives love,0
the surgeon that the chefs like,0
the book that the executives admire,0
the poem that the parents hate,0
the consultant across from the parents,0
the manager that the dancers admire,0
the poem from the chefs,0
the show by the dancers,0
the song by the parents,0
the manager that the chefs hate,0
the painting that the guards like,0
the song that the ministers admire,0
the consultant near the assistants,0
the painting that the architects like,0
the painting from the executives,0
the novel that the parents hate,0
the manager that the executives like,0
the book from the architects,0
the book from the parents,0
the senator across from the skaters,0
the customer to the side of the assistants,0
the farmer near the architects,0
the novel that the chefs hate,0
the pilot behind the chefs,0
the painting that the chefs like,0
the senator that the chefs hate,0
the author across from the ministers,0
the poem that the chefs hate,0
the teacher that the dancers like,0
the novel that the architects love,0
the author in front of the dancers,0
the teacher that the skaters admire,0
the movie that the parents hate,0
the farmer that the ministers hate,0
the book that the dancers love,0
the show that the executives like,0
the manager to the side of the guards,0
the author next to the architects,0
the consultant behind the parents,0
the consultant that the ministers like,0
the surgeon behind the guards,0
the pilot across from the parents,0
the show by the chefs,0
the manager that the chefs like,0
the poem that the parents admire,0
the teacher that the taxi drivers like,0
the surgeon to the side of the parents,0
the author that the executives love,0
the manager to the side of the ministers,0
the show that the guards like,0
the farmer that the assistants love,0
the consultant that the assistants love,0
the poem that the assistants love,0
the officer behind the skaters,0
the painting that the parents admire,0
the author in front of the ministers,0
the manager that the guards hate,0
the game that the skaters like,0
the farmer across from the dancers,0
the officer that the assistants love,0
the game that the chefs admire,0
the picture by the assistants,0
the teacher behind the architects,0
the customer near the executives,0
the poem that the ministers hate,0
the customer that the skaters admire,0
the senator that the taxi drivers hate,0
the officer that the assistants admire,0
the painting by the executives,0
the author next to the chefs,0
the farmer in front of the parents,0
the poem that the chefs like,0
the song that the assistants like,0
the author that the dancers love,0
the painting that the guards admire,0
the customer in front of the guards,0
the senator in front of the assistants,0
the movie from the architects,0
the show by the parents,0
the show that the assistants hate,0
the book that the taxi drivers hate,0
the manager that the ministers hate,0
the manager that the architects like,0
the novel that the skaters hate,0
the teacher near the dancers,0
the pilot next to the executives,0
the customer next to the executives,0
the farmer that the assistants hate,0
the painting that the parents love,0
the farmer near the taxi drivers,0
the author that the guards hate,0
the senator near the skaters,0
the show that the executives admire,0
the poem that the assistants like,0
the customer across from the executives,0
the farmer to the side of the guards,0
the teacher that the parents hate,0
the farmer next to the dancers,0
the poem from the dancers,0
the pilot that the guards hate,0
the customer that the chefs love,0
the farmer that the architects admire,0
the book that the executives love,0
the consultant near the taxi drivers,0
the game from the guards,0
the poem that the executives like,0
the consultant in front of the dancers,0
the surgeon near the chefs,0
the painting by the assistants,0
the officer behind the chefs,0
the show that the dancers admire,0
the manager that the parents admire,0
the song that the assistants love,0
the consultant across from the assistants,0
the pilot that the dancers like,0
the manager that the taxi drivers admire,0
the officer in front of the chefs,0
the author across from the parents,0
the show from the skaters,0
the surgeon in front of the chefs,0
the officer that the guards hate,0
the movie that the assistants admire,0
the painting that the skaters like,0
the book that the guards admire,0
the show from the assistants,0
the senator that the chefs like,0
the show by the ministers,0
the farmer in front of the dancers,0
the senator in front of the executives,0
the customer across from the taxi drivers,0
the song that the parents love,0
the book from the assistants,0
the poem that the dancers admire,0
the officer to the side of the assistants,0
the teacher across from the assistants,0
the pilot across from the taxi drivers,0
the teacher across from the architects,0
the manager that the taxi drivers like,0
the show from the dancers,0
the painting that the skaters hate,0
the movie that the ministers admire,0
the teacher to the side of the dancers,0
the teacher across from the chefs,0
the author across from the dancers,0
the customer next to the chefs,0
the movie by the skaters,0
the surgeon that the guards love,0
the pilot that the assistants love,0
the painting that the guards hate,0
the manager that the parents like,0
the song that the taxi drivers hate,0
the farmer to the side of the executives,0
the customer that the architects like,0
the song by the guards,0
the officer in front of the parents,0
the author to the side of the guards,0
the song that the parents like,0
the show from the executives,0
the consultant next to the ministers,0
the officer that the chefs admire,0
the author near the dancers,0
the farmer behind the ministers,0
the picture that the executives like,0
the show that the ministers love,0
the pilot that the taxi drivers admire,0
the teacher that the chefs admire,0
the surgeon next to the parents,0
the manager that the assistants admire,0
the teacher next to the skaters,0
the pilot that the chefs admire,0
the consultant next to the architects,0
the farmer in front of the executives,0
the teacher behind the skaters,0
the poem that the parents like,0
the senator near the parents,0
the pilot across from the executives,0
the farmer in front of the chefs,0
the consultant that the ministers hate,0
the officer that the ministers admire,0
the movie by the executives,0
the officer that the ministers love,0
the pilot next to the guards,0
the farmer that the executives hate,0
the officer near the guards,0
the officer to the side of the skaters,0
the officer next to the dancers,0
the teacher next to the taxi drivers,0
the customer that the executives admire,0
the pilot behind the dancers,0
the customer across from the dancers,0
the customer behind the taxi drivers,0
the show that the chefs hate,0
the senator that the guards admire,0
the consultant to the side of the parents,0
the song that the taxi drivers admire,0
the novel from the parents,0
the game that the taxi drivers love,0
the surgeon that the architects love,0
the consultant that the chefs hate,0
the customer next to the skaters,0
the customer next to the dancers,0
the movie that the guards hate,0
the song that the chefs hate,0
the author behind the taxi drivers,0
the officer behind the ministers,0
the teacher next to the assistants,0
the farmer that the ministers like,0
the officer next to the ministers,0
the author to the side of the ministers,0
the consultant near the architects,0
the novel that the skaters like,0
the author across from the executives,0
the surgeon that the dancers like,0
the officer behind the executives,0
the game that the taxi drivers hate,0
the poem that the dancers love,0
the customer behind the architects,0
the book that the skaters hate,0
the consultant near the executives,0
the author near the taxi drivers,0
the show that the ministers admire,0
the novel from the skaters,0
the show by the taxi drivers,0
the novel that the parents love,0
the pilot that the skaters like,0
the game that the guards love,0
the customer near the skaters,0
the novel by the dancers,0
the teacher in front of the executives,0
the picture that the ministers love,0
the painting by the skaters,0
the senator that the assistants love,0
the painting that the ministers hate,0
the teacher that the executives admire,0
the manager that the dancers hate,0
the novel that the assistants admire,0
the picture that the dancers hate,0
the movie that the parents love,0
the book that the dancers like,0
the surgeon to the side of the skaters,0
the customer that the parents love,0
the teacher that the guards hate,0
the book that the taxi drivers like,0
the consultant that the dancers admire,0
the teacher that the taxi drivers love,0
the teacher across from the taxi drivers,0
the painting that the chefs hate,0
the officer next to the assistants,0
the teacher to the side of the chefs,0
the teacher that the architects love,0
the book that the architects hate,0
the show that the parents admire,0
the song from the chefs,0
the manager that the dancers love,0
the customer to the side of the architects,0
the author that the architects like,0
the consultant across from the guards,0
the game that the ministers admire,0
the author that the assistants hate,0
the senator near the executives,0
the senator that the taxi drivers admire,0
the song that the parents admire,0
the movie that the assistants love,0
the senator behind the executives,0
the officer that the skaters admire,0
the book by the chefs,0
the senator that the parents hate,0
the book that the architects like,0
the farmer next to the chefs,0
the customer that the taxi drivers hate,0
the teacher in front of the ministers,0
the teacher in front of the guards,0
the consultant that the skaters love,0
the consultant in front of the ministers,0
the surgeon that the chefs admire,0
the book that the assistants hate,0
the poem that the architects admire,0
the movie by the parents,0
the senator to the side of the chefs,0
the picture that the chefs like,0
the consultant to the side of the architects,0
the game that the dancers hate,0
the farmer to the side of the chefs,0
the farmer in front of the architects,0
the game that the dancers love,0
the farmer that the guards hate,0
the senator across from the guards,0
the game from the taxi drivers,0
the consultant in front of the architects,0
the surgeon near the ministers,0
the pilot in front of the dancers,0
the book that the skaters like,0
the painting that the dancers hate,0
the novel that the dancers like,0
the customer that the executives hate,0
the painting that the architects admire,0
the movie that the chefs admire,0
the painting by the parents,0
the farmer behind the assistants,0
the author that the parents love,0
the officer that the guards love,0
the officer near the parents,0
the surgeon that the parents like,0
the surgeon near the dancers,0
the senator that the parents admire,0
the manager that the taxi drivers love,0
the officer that the taxi drivers like,0
the senator that the executives admire,0
the song that the assistants hate,0
the song that the chefs love,0
the officer next to the executives,0
the game that the parents admire,0
the author in front of the parents,0
the song by the chefs,0
the farmer to the side of the taxi drivers,0
the author that the dancers admire,0
the picture by the parents,0
the consultant across from the executives,0
the picture that the assistants hate,0
the manager that the architects hate,0
the customer that the dancers love,0
the picture from the skaters,0
the novel that the taxi drivers love,0
the surgeon near the skaters,0
the show that the architects admire,0
the movie that the chefs hate,0
the author that the guards admire,0
the officer next to the skaters,0
the author that the architects hate,0
the game that the dancers like,0
the picture that the dancers love,0
the officer near the architects,0
the poem that the skaters love,0
the officer in front of the executives,0
the novel that the guards admire,0
the customer next to the assistants,0
the game that the taxi drivers admire,0
the author in front of the assistants,0
the surgeon that the assistants love,0
the picture by the chefs,0
the senator that the executives hate,0
the painting that the assistants admire,0
the senator that the executives like,0
the game from the chefs,0
the farmer that the dancers admire,0
the poem from the guards,0
the teacher across from the ministers,0
the song from the ministers,0
the movie from the guards,0
the manager near the taxi drivers,0
the pilot that the executives admire,0
the game that the ministers love,0
the surgeon next to the skaters,0
the song that the dancers love,0
the picture that the parents hate,0
the teacher near the taxi drivers,0
the pilot next to the dancers,0
the customer that the parents admire,0
the manager that the executives hate,0
the picture that the guards admire,0
the consultant that the guards admire,0
the song that the ministers hate,0
the officer that the dancers admire,0
the senator that the skaters hate,0
the consultant that the executives hate,0
the poem that the ministers admire,0
the senator near the dancers,0
the show that the guards love,0
the book that the chefs like,0
the consultant next to the skaters,0
the customer near the dancers,0
the farmer that the parents admire,0
the pilot in front of the taxi drivers,0
the manager that the dancers like,0
the author that the taxi drivers admire,0
the farmer near the skaters,0
the game that the executives hate,0
the senator across from the dancers,0
the farmer near the executives,0
the customer near the assistants,0
the senator to the side of the parents,0
the farmer behind the parents,0
the officer across from the chefs,0
the author to the side of the executives,0
the manager that the assistants hate,0
the book that the ministers love,0
the surgeon across from the guards,0
the author next to the executives,0
the consultant that the architects love,0
the picture by the ministers,0
the customer in front of the assistants,0
the consultant behind the dancers,0
the pilot that the executives love,0
the manager that the skaters like,0
the poem that the parents love,0
the farmer next to the assistants,0
the surgeon near the guards,0
the song by the taxi drivers,0
the game that the architects admire,0
the pilot that the assistants like,0
the consultant across from the ministers,0
the teacher that the executives like,0
the surgeon that the executives admire,0
the senator next to the chefs,0
the manager that the parents hate,0
the poem from the skaters,0
the picture that the executives love,0
the song that the guards hate,0
the customer that the assistants like,0
the customer behind the executives,0
the song by the executives,0
the senator that the assistants like,0
the officer across from the architects,0
the officer near the executives,0
the pilot next to the chefs,0
the farmer near the guards,0
the officer that the chefs like,0
the farmer across from the taxi drivers,0
the customer behind the assistants,0
the song that the chefs like,0
the song that the skaters admire,0
the customer that the dancers hate,0
the consultant that the taxi drivers like,0
the author near the assistants,0
the movie by the ministers,0
the painting from the assistants,0
the book from the ministers,0
the farmer in front of the ministers,0
the show that the executives love,0
the officer to the side of the parents,0
the manager that the executives love,0
the teacher across from the dancers,0
the customer that the assistants love,0
the poem by the skaters,0
the surgeon that the ministers hate,0
the consultant that the parents hate,0
the surgeon near the parents,0
the movie that the parents admire,0
the senator that the ministers like,0
the officer behind the guards,0
the senator that the parents like,0
the senator in front of the parents,0
the customer that the architects love,0
the customer across from the guards,0
the officer that the executives admire,0
the senator behind the architects,0
the manager across from the parents,0
the show from the architects,0
the farmer that the taxi drivers love,0
the poem that the executives admire,0
the author that the dancers like,0
the surgeon across from the dancers,0
the author that the skaters hate,0
the show that the assistants like,0
the consultant that the skaters like,0
the poem that the executives love,0
the manager next to the chefs,0
the show from the taxi drivers,0
the senator behind the parents,0
the show by the skaters,0
the song that the taxi drivers love,0
the pilot behind the assistants,0
the book that the architects love,0
the officer that the ministers like,0
the consultant across from the architects,0
the customer that the skaters hate,0
the movie that the assistants hate,0
the teacher next to the chefs,0
the painting that the ministers admire,0
the painting that the executives like,0
the painting that the taxi drivers admire,0
the consultant in front of the executives,0
the picture that the dancers like,0
the poem that the architects love,0
the customer that the skaters love,0
the painting by the guards,0
the song from the architects,0
the novel that the skaters admire,0
the game by the architects,0
the poem that the skaters hate,0
the poem that the chefs love,0
the consultant across from the chefs,0
the game that the dancers admire,0
the customer behind the guards,0
the officer in front of the skaters,0
the poem that the taxi drivers hate,0
the surgeon that the chefs hate,0
the author next to the dancers,0
the manager that the parents love,0
the officer behind the taxi drivers,0
the farmer that the taxi drivers admire,0
the book that the guards hate,0
the surgeon to the side of the taxi drivers,0
the teacher that the ministers love,0
the movie that the ministers love,0
the game that the assistants hate,0
the game from the executives,0
the officer that the architects hate,0
the picture by the guards,0
the painting that the taxi drivers love,0
the surgeon in front of the architects,0
the farmer behind the skaters,0
the painting that the assistants hate,0
the senator in front of the taxi drivers,0
the surgeon behind the ministers,0
the farmer in front of the guards,0
the surgeon that the executives like,0
the surgeon near the executives,0
the farmer near the assistants,0
the farmer that the executives admire,0
the teacher near the parents,0
the show that the dancers love,0
the pilot that the architects admire,0
the book by the ministers,0
the consultant that the guards hate,0
the customer next to the ministers,0
the senator across from the executives,0
the customer across from the chefs,0
the game that the parents hate,0
the song that the architects love,0
the consultant next to the executives,0
the pilot that the guards like,0
the senator behind the skaters,0
the teacher behind the taxi drivers,0
the teacher next to the guards,0
the picture from the architects,0
the surgeon that the taxi drivers admire,0
the pilot across from the skaters,0
the senator that the architects like,0
the movie that the taxi drivers admire,0
the novel that the chefs like,0
the author that the taxi drivers hate,0
the teacher that the architects hate,0
the show that the chefs love,0
the pilot next to the taxi drivers,0
the senator that the skaters like,0
the teacher that the ministers admire,0
the poem that the ministers like,0
the book that the assistants love,0
the pilot that the dancers hate,0
the officer that the executives hate,0
the teacher to the side of the executives,0
the game that the skaters love,0
the novel that the executives love,0
the senator that the architects admire,0
the customer near the chefs,0
the farmer to the side of the parents,0
the poem by the dancers,0
the surgeon that the architects like,0
the farmer near the chefs,0
the farmer that the architects love,0
the book by the executives,0
the consultant to the side of the taxi drivers,0
the painting from the ministers,0
the senator next to the ministers,0
the song from the executives,0
the manager across from the skaters,0
the show that the assistants admire,0
the teacher to the side of the architects,0
the officer in front of the assistants,0
the novel that the ministers like,0
the painting that the dancers admire,0
the senator to the side of the dancers,0
the surgeon that the assistants hate,0
the senator in front of the chefs,0
the surgeon in front of the executives,0
the game that the architects hate,0
the pilot next to the ministers,0
the manager near the guards,0
the surgeon behind the parents,0
the game by the ministers,0
the author across from the architects,0
the consultant that the taxi drivers admire,0
the officer next to the taxi drivers,0
the novel that the dancers love,0
the customer in front of the dancers,0
the surgeon behind the architects,0
the show by the guards,0
the picture that the architects love,0
the senator behind the chefs,0
the teacher behind the chefs,0
the game that the architects like,0
the surgeon to the side of the chefs,0
the painting that the assistants love,0
the painting that the skaters love,0
the song by the ministers,0
the novel from the taxi drivers,0
the picture that the taxi drivers admire,0
the pilot to the side of the skaters,0
the book that the ministers like,0
the picture from the guards,0
the customer that the skaters like,0
the surgeon across from the ministers,0
the teacher in front of the taxi drivers,0
the customer next to the guards,0
the picture that the architects admire,0
the novel that the taxi drivers like,0
the song that the executives admire,0
the customer behind the parents,0
the teacher next to the ministers,0
the pilot across from the ministers,0
the show that the skaters admire,0
the author that the chefs like,0
the author that the assistants love,0
the senator to the side of the architects,0
the farmer that the chefs love,0
the customer that the taxi drivers admire,0
the consultant that the chefs admire,0
the picture that the assistants admire,0
the book that the executives hate,0
the manager that the architects admire,0
the farmer that the skaters love,0
the officer to the side of the taxi drivers,0
the author that the skaters like,0
the picture that the guards love,0
the officer near the ministers,0
the novel by the assistants,0
the teacher that the chefs hate,0
the author that the executives hate,0
the customer to the side of the executives,0
the farmer across from the architects,0
the senator across from the ministers,0
the consultant near the ministers,0
the novel by the taxi drivers,0
the poem that the guards hate,0
the author across from the taxi drivers,0
the book that the skaters love,0
the painting that the chefs admire,0
the song that the skaters hate,0
the author behind the architects,0
the manager near the assistants,0
the farmer across from the guards,0
the customer across from the assistants,0
the officer near the taxi drivers,0
the painting that the chefs love,0
the picture that the taxi drivers like,0
the song that the skaters love,0
the movie that the taxi drivers love,0
the novel that the guards hate,0
the surgeon that the skaters admire,0
the officer that the taxi drivers hate,0
the surgeon that the chefs love,0
the teacher that the assistants love,0
the game that the skaters hate,0
the officer across from the executives,0
the consultant that the dancers hate,0
the senator behind the assistants,0
the officer that the taxi drivers love,0
the movie that the executives love,0
the song that the taxi drivers like,0
the customer that the ministers love,0
the author behind the executives,0
the pilot in front of the ministers,0
the manager that the skaters hate,0
the book from the dancers,0
the consultant to the side of the ministers,0
the song that the guards admire,0
the author that the ministers hate,0
the show that the skaters like,0
